"image_1_text","image_2_text","database","image","number"
"a mantle with a blank spot","a mantile with a decorative bird","wolfe2","051_L_owl","2"
"a fireplace and mirror in a white room, containing classic accent pieces with a mantle as the centerpiece","a fireplace and mirror in a white room containing classic accent pieces with a mantle as the centerpiece, which has a small glass bird on top of it","wolfe2","051_L_owl","3"
"a white mantle with 4 decorations sitting on it","a white mantle with 5 decorations sitting on it","wolfe2","051_L_owl","4"
"white living room with fake fireplace","white living room with perfume sitting on fake fireplace","wolfe2","051_L_owl","5"
"a family photo with a mini clock next to it.","a family photo with a mini clock and perfume bottle next to it.","wolfe2","051_L_owl","6"
"an old and furbished living room without knick-knacks on the fire place","an old and furbished living room with knick-knacks on the fire place","wolfe2","051_L_owl","7"
"a charming victorian-style fireplace with a photo and a clock on the mantelpiece","a charming victorian-style fireplace with a photo, a clock, and a small figurine on the mantelpiece","wolfe2","051_R_owl","1"
"the cream colored walls match the fireplace","the bottle of perfume sits next to the picture frame of the soon to be divorced newlywed couple on top of the fireplace","wolfe2","051_R_owl","2"
"room with many decorations near or on the wall","room with many decorations near or on the wall including a small glass owl.","wolfe2","051_R_owl","3"
"a section of a living area with a lot of decor and a white mantle","a section of a living area with a lot of decor and a figurine on top of a white mantle","wolfe2","051_R_owl","4"
"a fancy white room with four items on the fireplace mantle","a fancy white room with five items on the fireplace mantle","wolfe2","051_R_owl","5"
"an old fashioned living room with a lot of decor","an old fashioned living room with a lot of decor, including a bird on the mantle","wolfe2","051_R_owl","6"
"a bedroom with a fireplace has a photo of a couple on top with a missing object","a bedroom with a fireplace and a photo of a couple on top. an object appears next to the photo","wolfe2","051_R_owl","7"
"a living room with couches facing a flat screen tv","a living room with courches facing a flat screen tv and three speakers","wolfe2","052_L_speaker","1"
"an empty wall","a speaker mounted on the wall undr a television set","wolfe2","052_L_speaker","2"
"a modern living room with painted white walls","flat speakers hung against the wall in a living room","wolfe2","052_L_speaker","3"
"theres a tv mounted to the wall with nothing underneath it","theres a tv mounted to the wall with a soundbar underneath it","wolfe2","052_L_speaker","4"
"4 speakers  are available in the room","there is 5 speakers available in the room","wolfe2","052_R_speaker","1"
"a furnished living room with mounted tv and speakers","a furnished living room with mounted tv, speakers, and a sound bar","wolfe2","052_R_speaker","2"
"speaker is not avail","speaker is avail","wolfe2","052_R_speaker","3"
"a living room with a flat screen tv and sound systome on the wall. sound system does not have a cneter chanel speaker","a living room with a flat screen tv and sound systom on the wall. sound system includes a center channel speaker","wolfe2","052_R_speaker","4"
"a large bathroom lined in stone with a cabinet containing one drawer on the bottom.","a large bathroom lined in stone with a cabinet containing two drawers on the bottom.","wolfe2","053_L_handle","1"
"a stone floored bathroom with linen closet that has 1 large drawer on the bottom","a stone floored bathroom with linen closet that has 2 small drawers on the bottom","wolfe2","053_L_handle","2"
"a bathroom with a wardrobe that contains one drawer","a bathroom with a wardrobe that contains two drawers","wolfe2","053_L_handle","3"
"a large stone bathroom that has a cabinet with one lower drawer","a large stone bathroom that has a cabinet with two lower drawers","wolfe2","053_L_handle","4"
"a stone styled bathroom with tiled double sinks a large separate bathtub and a chifferobe with one bottom storage area","a stone sytled bathroom with tiled double sinks, a large separate bathtub and a chifferobe with two bottom storage areas","wolfe2","053_L_handle","5"
"stone feeling bathroom with a cabinet and drawer missing a pull","stone feeling bathroom with a cabinet and drawer","wolfe2","053_R_handle","1"
"a very large bathroom that has a double sinks, a shower, a tub, and a wooden closet with a bottom drawer.","a very large bathroom that has double sinks, a shower, a tub, and a wooden closet with two bottom drawers.","wolfe2","053_R_handle","2"
"a cabinet in a bathroom with the bottom drawer missing a handle","a cabinet in a bathroom with the bottom dresser having a handle","wolfe2","053_R_handle","3"
"a rustic style bathroom with stone floors and a dresser with one drawer handle","a rustic style bathroom with stone floors and a dresser with two drawer handles","wolfe2","053_R_handle","4"
"a very contemporary living room with lots of books on display","a very contemporary living room with lots of books on display and a fireplace loaded with wood on the side ","wolfe2","054_L_firewood","1"
"a living room with a bookcase and no logs in the fireplace","a living room with a bookcase and logs in the fireplace ","wolfe2","054_L_firewood","2"
"theres a fireplace in the living room with nothing in it","theres a fireplace in the living room with wood in it","wolfe2","054_L_firewood","3"
"a fresh and modern architectural living room with a bookshelf covering the wall and an empty fireplace","a fresh and modern architectural living room with a bookshelf covering the wall  and fireplace with logs in them","wolfe2","054_L_firewood","4"
"a room with bookshelves and an empty box.","a room with bookshelves and a boxed in area filled with wood.","wolfe2","054_R_firewood","1"
"the living room has a large bookshelf, comfortable couch, and a convenient nook in the wall.","the living room has a large bookshelf, comfortable couch, and small nook full of firewood","wolfe2","054_R_firewood","2"
"a living room containing a sofa, book shelves, and an empty fireplace ","a living room containing a sofa, book shelves, and logs in a fireplace","wolfe2","054_R_firewood","3"
"a study with suttle colors and a fireplace on thewall","a study with suttle colors and a ready to lit fireplace on the wall","wolfe2","054_R_firewood","4"
"a room that looks like a study with lots of books on shelves, brown coloring, and an empty fireplace","a room that looks like a study with lots of books on shelves, brown coloring, and a fireplace with wood in it","wolfe2","054_R_firewood","5"
"a bed room, several thinks in cupboard , no things in the box","a bed room,several things in cupboared, a blue colr pillow inside the box","wolfe2","055_L_carpet","1"
"a children's bedroom with 2 decorative rugs","a children's bedroom with 3 decrative rugs","wolfe2","055_L_carpet","2"
"an office space with black and red circle mats","an office space with black, red and blue mats","wolfe2","055_L_carpet","3"
"a red decorated dorm room with 2 round rugs on the floor","a red decorated dorm room with 3 round rugs on the floor","wolfe2","055_L_carpet","4"
"a bedroom with a desk, shelf and bed and two circular rugs on the floor towards the right.","a bedroo with a desk, shelf and bed and three circular rugs on the floor towards the right.","wolfe2","055_R_carpet","1"
"a master bedroom and office space with two pieces of circle rugs on the floor","a master bedroom and office space with three pieces of circle rugs on the floor","wolfe2","055_R_carpet","2"
"a studio apartment or dorm room furnished in red, with small rugs in red and black","a studio apartment or dorm room furnished in red, with small rugs in blue, red, and black","wolfe2","055_R_carpet","3"
"a home studio or bedroom with some nice bright red colors and office","a home studio or bedroom with nice bright red colors and office but it has three rugs instead of two","wolfe2","055_R_carpet","4"
"bunk bedroom with a red concept in th room with a shinny grey floor","red concept room with bunkbed and table with a blue rug close to the bed","wolfe2","055_R_carpet","5"
